79971.7422,2
80916.7685,1
85191.6171,0
85846.7051,1
91168.5155,1
94092.8631,0
92294.4017,3
92307.3791,2
92964.3948,1
93123.3414,2
97595.9158,1
97945.1669,2
97919.1473,1
98855.0703,0
97797.287,4
98226.268,3
99626.883,2
99894.048,1
