85846.7051,3.16,116.48671
80916.7685,3.12,123.58378
17947.4051,0.021,557.02894
17028.3984,0.018,587.0916
12335.6369,0.13,810.43655
12322.6595,0.36,811.29012
12206.5729,0.11,819.00566
12098.4618,0.35,826.32426
12047.6263,0.32,829.81099
11749.2107,0.24,850.88728
11390.6106,0.27,877.67505
